symbol;longName;state;country;industry;sector;fullTimeEmployees;Open0;High0;Low0;Close0;Adj Close0;Volume0;Open1;High1;Low1;Close1;Adj Close1;Volume1
CCS;Century Communities, Inc.;CO;United States;Residential Construction;Consumer Cyclical;1403.0;47.38999938964844;48.03499984741211;46.75;47.61000061035156;47.61000061035156;273700.0;48.27000045776367;49.86000061035156;46.27000045776367;49.380001068115234;49.380001068115234;746100.0
SA;Seabridge Gold Inc.;ON;Canada;Gold;Basic Materials;;20.200000762939453;20.399999618530273;19.6200008392334;20.020000457763672;20.020000457763672;482800.0;19.729999542236328;19.729999542236328;18.950000762939453;19.209999084472656;19.209999084472656;426100.0
ARNC;Arconic Corporation;PA;United States;Specialty Industrial Machinery;Industrials;13400.0;25.420000076293945;26.309999465942383;24.670000076293945;26.15999984741211;26.15999984741211;557000.0;26.690000534057617;27.219999313354492;26.399999618530273;26.670000076293945;26.670000076293945;537900.0
JHA;;;;;;;;;;;;;;;;;;
DLHC;DLH Holdings Corp.;GA;United States;Specialty Business Services;Industrials;2200.0;10.460000038146973;10.949999809265137;10.449999809265137;10.829999923706055;10.829999923706055;62900.0;10.9399995803833;11.289999961853027;10.510000228881836;11.130000114440918;11.130000114440918;74400.0
LFVN;LifeVantage Corporation;UT;United States;Packaged Foods;Consumer Defensive;247.0;8.949999809265137;9.0600004196167;8.850000381469727;9.0600004196167;9.0600004196167;68300.0;9.039999961853027;9.300000190734863;8.970000267028809;9.279999732971191;9.279999732971191;91300.0
WPCS;;;;;;;;;;;;;;;;;;
FNG;AdvisorShares New Tech and Media ETF;;;;;;;;;;;;;;;;;
SQLV;Legg Mason Small-Cap Quality Value ETF;;;;;;31.601999282836914;32.14799880981445;31.601999282836914;32.14799880981445;32.12583923339844;100.0;32.290000915527344;32.41999816894531;32.290000915527344;32.387001037597656;32.36467742919922;1500.0
BERN;Bernstein U.S. Research Fund;;;;;;;;;;;;;;;;;
FORTY;Formula Systems (1985) Ltd.;;Israel;Information Technology Services;Technology;;88.0999984741211;88.69999694824219;86.5;88.02999877929688;87.40784454345703;3100.0;87.4000015258789;88.47000122070312;86.0;88.0;87.3780517578125;3500.0
TMP;Tompkins Financial Corporation;NY;United States;Banks—Regional;Financial Services;978.0;67.0199966430664;68.87000274658203;66.9000015258789;68.41000366210938;67.90382385253906;37200.0;68.7699966430664;70.25;68.01000213623047;70.23999786376953;69.72027587890625;33200.0
INFO;IHS Markit Ltd.;;United Kingdom;Consulting Services;Industrials;16000.0;88.0;89.0;87.58999633789062;88.3499984741211;88.3499984741211;3704600.0;88.94999694824219;91.29000091552734;88.75;90.61000061035156;90.61000061035156;4266400.0
HEI;HEICO Corporation;FL;United States;Aerospace & Defense;Industrials;5200.0;119.4000015258789;120.23999786376953;118.0199966430664;119.22000122070312;119.22000122070312;413300.0;121.18000030517578;125.20999908447266;120.44999694824219;124.93000030517578;124.93000030517578;601800.0
LBRDK;Liberty Broadband Corporation;CO;United States;Entertainment;Communication Services;;147.17999267578125;147.56500244140625;143.47999572753906;145.17999267578125;145.17999267578125;1147200.0;146.8300018310547;151.5449981689453;145.1999969482422;149.6199951171875;149.6199951171875;1209200.0
TILE;Interface, Inc.;GA;United States;Furnishings, Fixtures & Appliances;Consumer Cyclical;3742.0;10.180000305175781;10.40999984741211;10.050000190734863;10.350000381469727;10.341653823852539;266700.0;10.489999771118164;10.670000076293945;10.239999771118164;10.640000343322754;10.631420135498047;336100.0
CVCY;Central Valley Community Bancorp;CA;United States;Banks—Regional;Financial Services;275.0;15.510000228881836;18.5;15.449999809265137;18.020000457763672;17.897415161132812;90400.0;18.309999465942383;18.549999237060547;16.920000076293945;17.100000381469727;16.983673095703125;36300.0
FCF;First Commonwealth Financial Corporation;PA;United States;Banks—Regional;Financial Services;1323.0;11.779999732971191;11.890000343322754;11.529999732971191;11.8100004196167;11.702814102172852;400100.0;11.9399995803833;12.180000305175781;11.789999961853027;12.109999656677246;12.000090599060059;347400.0
AMLX;Amplify YieldShares Oil Hedged MLP Fund;;;;;;;;;;;;;;;;;
IVENC;Ivy Focused Energy NextShares;;;;;;;;;;;;;;;;;
PRIM;Primoris Services Corporation;TX;United States;Engineering & Construction;Industrials;10414.0;29.25;30.170000076293945;28.84000015258789;30.09000015258789;30.032812118530273;300200.0;30.309999465942383;30.760000228881836;29.6299991607666;30.59000015258789;30.531862258911133;200200.0
UZC;United States Cellular Corporation SR NT 64;;;;;;25.489999771118164;25.670000076293945;25.479999542236328;25.510000228881836;25.06890106201172;11800.0;25.5;25.649999618530273;25.5;25.579999923706055;25.137691497802734;10300.0
CMC;Commercial Metals Company;TX;United States;Steel;Basic Materials;11297.0;20.020000457763672;20.34000015258789;19.530000686645508;20.1299991607666;20.052127838134766;1548500.0;20.270000457763672;20.510000228881836;20.06999969482422;20.399999618530273;20.321083068847656;1311200.0
NMZ;Nuveen Municipal High Income Opportunity Fund;IL;United States;Asset Management;Financial Services;;14.420000076293945;14.520000457763672;14.420000076293945;14.460000038146973;14.337140083312988;226600.0;14.449999809265137;14.510000228881836;14.4399995803833;14.4399995803833;14.317309379577637;220300.0
EW;Edwards Lifesciences Corporation;CA;United States;Medical Devices;Healthcare;14900.0;83.54000091552734;83.87000274658203;81.8499984741211;81.91999816894531;81.91999816894531;2126100.0;82.22000122070312;84.72000122070312;82.01000213623047;83.97000122070312;83.97000122070312;2515000.0
RGCO;RGC Resources, Inc.;VA;United States;Utilities—Regulated Gas;Utilities;101.0;22.600000381469727;23.309999465942383;22.3799991607666;23.270000457763672;23.270000457763672;20900.0;23.170000076293945;23.450000762939453;22.899999618530273;23.450000762939453;23.450000762939453;13600.0
RFAP;First Trust RiverFront Dynamic Asia Pacific ETF;;;;;;57.150001525878906;57.150001525878906;57.150001525878906;57.150001525878906;56.96205139160156;200.0;57.7400016784668;57.755001068115234;57.7400016784668;57.7400016784668;57.550113677978516;700.0
SPE;Special Opportunities Fund, Inc.;NJ;United States;Asset Management;Financial Services;;14.600000381469727;14.600000381469727;14.460000038146973;14.539999961853027;14.355928421020508;30600.0;14.550000190734863;14.770000457763672;14.529999732971191;14.550000190734863;14.365800857543945;24000.0
BBC;Virtus LifeSci Biotech Clinical Trials ETF;;;;;;54.08000183105469;54.97999954223633;53.67499923706055;54.9739990234375;54.9739990234375;4900.0;55.9900016784668;56.83000183105469;55.029998779296875;56.76599884033203;56.76599884033203;7400.0
UDR;UDR, Inc.;CO;United States;REIT—Residential;Real Estate;1263.0;38.61000061035156;38.83000183105469;37.849998474121094;38.7599983215332;38.444671630859375;1533500.0;38.86000061035156;39.150001525878906;38.59000015258789;38.86000061035156;38.543861389160156;1291500.0
NEM;Newmont Corporation;CO;United States;Gold;Basic Materials;14300.0;61.11000061035156;61.209999084472656;58.900001525878906;59.880001068115234;59.30017852783203;7875800.0;59.13999938964844;60.650001525878906;58.81999969482422;59.630001068115234;59.0526008605957;6238100.0
THM;International Tower Hill Mines Ltd.;BC;Canada;Gold;Basic Materials;3.0;1.340000033378601;1.4700000286102295;1.3200000524520874;1.440000057220459;1.440000057220459;850000.0;1.4299999475479126;1.4299999475479126;1.3200000524520874;1.350000023841858;1.350000023841858;295100.0
SBS;Companhia de Saneamento Básico do Estado de São Paulo - SABESP;SP;Brazil;Utilities—Regulated Water;Utilities;13902.0;7.550000190734863;7.710000038146973;7.46999979019165;7.659999847412109;7.659999847412109;1083600.0;7.849999904632568;7.96999979019165;7.829999923706055;7.869999885559082;7.869999885559082;820300.0
MYO;Myomo, Inc.;MA;United States;Medical Devices;Healthcare;62.0;11.0;12.739999771118164;10.600000381469727;11.569999694824219;11.569999694824219;196000.0;11.569999694824219;11.8100004196167;11.069999694824219;11.350000381469727;11.350000381469727;120300.0
DFND;Siren DIVCON Dividend Defender ETF;;;;;;36.01599884033203;36.38999938964844;36.01599884033203;36.38999938964844;36.38999938964844;74700.0;36.459999084472656;36.7400016784668;36.459999084472656;36.67900085449219;36.67900085449219;10100.0
ISNS;Image Sensing Systems, Inc.;MN;United States;Scientific & Technical Instruments;Technology;46.0;4.420000076293945;4.460000038146973;4.289999961853027;4.420000076293945;4.420000076293945;37200.0;4.460000038146973;4.599999904632568;4.420000076293945;4.570000171661377;4.570000171661377;68100.0
BPFH;Boston Private Financial Holdings, Inc.;MA;United States;Banks—Regional;Financial Services;804.0;12.350000381469727;12.579999923706055;12.09000015258789;12.510000228881836;12.451497077941895;1270900.0;12.65999984741211;12.859999656677246;12.529999732971191;12.65999984741211;12.600794792175293;830500.0
HOML;UBS ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN;;;;;;;;;;;;;;;;;
SFUN;Fang Holdings Limited;;China;Internet Content & Information;Communication Services;;12.149999618530273;12.5;12.149999618530273;12.479999542236328;12.479999542236328;7600.0;12.640000343322754;13.0;12.640000343322754;13.0;13.0;27200.0
IPDN;Professional Diversity Network, Inc.;IL;United States;Staffing & Employment Services;Industrials;50.0;2.259999990463257;2.319999933242798;2.119999885559082;2.1500000953674316;2.1500000953674316;200600.0;2.180000066757202;2.430000066757202;2.109999895095825;2.2200000286102295;2.2200000286102295;685800.0
COMB;GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF;;;;;;24.5;24.549999237060547;24.27899932861328;24.469999313354492;24.469999313354492;180100.0;24.639999389648438;24.639999389648438;24.3700008392334;24.3799991607666;24.3799991607666;117400.0
EMAN;eMagin Corporation;NY;United States;Semiconductor Equipment & Materials;Technology;102.0;2.680000066757202;2.7100000381469727;2.4100000858306885;2.5899999141693115;2.5899999141693115;1224800.0;2.5799999237060547;2.6500000953674316;2.4600000381469727;2.609999895095825;2.609999895095825;980100.0
IMGN;ImmunoGen, Inc.;MA;United States;Biotechnology;Healthcare;79.0;7.300000190734863;7.449999809265137;7.090000152587891;7.420000076293945;7.420000076293945;1344500.0;7.489999771118164;7.599999904632568;7.170000076293945;7.539999961853027;7.539999961853027;2244100.0
MVT;BlackRock MuniVest Fund II, Inc.;DE;United States;Asset Management;Financial Services;;15.270000457763672;15.329999923706055;15.0600004196167;15.079999923706055;14.963346481323242;32000.0;15.100000381469727;15.260000228881836;15.079999923706055;15.239999771118164;15.122109413146973;29000.0
LOPE;Grand Canyon Education, Inc.;AZ;United States;Education & Training Services;Consumer Defensive;3650.0;85.06999969482422;86.81999969482422;85.06999969482422;85.95999908447266;85.95999908447266;238700.0;86.48999786376953;88.19999694824219;85.73999786376953;87.80000305175781;87.80000305175781;866100.0
DAR;Darling Ingredients Inc.;TX;United States;Packaged Foods;Consumer Defensive;10000.0;62.84000015258789;65.51000213623047;61.5099983215332;65.12999725341797;65.12999725341797;1329400.0;66.20999908447266;68.29000091552734;65.55999755859375;68.22000122070312;68.22000122070312;1753800.0
EXK;Endeavour Silver Corp.;BC;Canada;Silver;Basic Materials;1115.0;6.199999809265137;6.75;5.519999980926514;5.960000038146973;5.960000038146973;18563200.0;5.21999979019165;5.239999771118164;4.739999771118164;4.929999828338623;4.929999828338623;9655900.0
FLC;Flaherty & Crumrine Total Return Fund Inc.;CA;United States;Asset Management;Financial Services;;23.139999389648438;23.200000762939453;23.0;23.170000076293945;22.913694381713867;42000.0;23.200000762939453;23.200000762939453;23.049999237060547;23.06999969482422;22.814800262451172;18200.0
BBU;Brookfield Business Partners L.P.;;Bermuda;Conglomerates;Industrials;67315.0;36.529998779296875;37.310001373291016;35.790000915527344;37.06999969482422;37.01653289794922;14500.0;37.15999984741211;38.099998474121094;36.79499816894531;37.650001525878906;37.595699310302734;15700.0
CRY;CryoLife, Inc.;GA;United States;Medical Devices;Healthcare;1200.0;24.420000076293945;24.780000686645508;23.81999969482422;24.68000030517578;24.68000030517578;157700.0;25.079999923706055;25.079999923706055;24.290000915527344;24.829999923706055;24.829999923706055;150400.0
AEB;Aegon N.V. PERP CAP FLTG RT;;;;;;25.219999313354492;25.360000610351562;25.200000762939453;25.309999465942383;25.309999465942383;19800.0;25.25;25.3799991607666;25.239999771118164;25.299999237060547;25.299999237060547;13600.0
PJT;PJT Partners Inc.;NY;United States;Capital Markets;Financial Services;749.0;70.43000030517578;74.37999725341797;70.12999725341797;73.87000274658203;73.81884002685547;243700.0;76.48999786376953;77.77899932861328;72.5;74.72000122070312;74.66825103759766;194400.0
TAL;TAL Education Group;;China;Education & Training Services;Consumer Defensive;45271.0;76.61000061035156;78.37000274658203;76.12999725341797;76.5999984741211;76.5999984741211;3658900.0;76.98999786376953;81.4800033569336;75.08999633789062;81.16999816894531;81.16999816894531;5691400.0
JCS;Communications Systems, Inc.;MN;United States;Communication Equipment;Technology;150.0;4.769999980926514;4.96999979019165;4.71999979019165;4.829999923706055;4.829999923706055;42600.0;4.909999847412109;5.150000095367432;4.860000133514404;5.070000171661377;5.070000171661377;34800.0
GHYG;iShares US & Intl High Yield Corp Bond ETF;;;;;;50.40999984741211;50.439998626708984;50.2599983215332;50.33000183105469;49.937313079833984;11400.0;50.349998474121094;50.54999923706055;50.349998474121094;50.4900016784668;50.096065521240234;12200.0
NODK;NI Holdings, Inc.;ND;United States;Insurance—Property & Casualty;Financial Services;205.0;17.010000228881836;17.110000610351562;16.90999984741211;17.0;17.0;13900.0;17.100000381469727;17.100000381469727;16.90999984741211;17.0;17.0;5100.0
NUAN;Nuance Communications, Inc.;MA;United States;Software—Application;Technology;7100.0;46.47999954223633;46.970001220703125;45.59000015258789;46.43000030517578;46.43000030517578;3781500.0;47.34000015258789;47.93000030517578;46.16999816894531;47.279998779296875;47.279998779296875;3213800.0
ACER;Acer Therapeutics Inc.;MA;United States;Biotechnology;Healthcare;20.0;3.7100000381469727;3.7200000286102295;3.450000047683716;3.640000104904175;3.640000104904175;472700.0;3.640000104904175;3.740000009536743;3.4600000381469727;3.7300000190734863;3.7300000190734863;330700.0
RSLS;ReShape Lifesciences Inc.;CA;United States;Medical Devices;Healthcare;37.0;7.349999904632568;7.349999904632568;7.0;7.0;7.0;1900.0;5.519999980926514;7.0;5.519999980926514;7.0;7.0;2700.0
LTEA;;;;;;;;;;;;;;;;;;
LPTX;Leap Therapeutics, Inc.;MA;United States;Biotechnology;Healthcare;30.0;2.3399999141693115;2.4000000953674316;2.200000047683716;2.2699999809265137;2.2699999809265137;781500.0;2.306999921798706;2.380000114440918;2.25;2.369999885559082;2.369999885559082;642400.0
GBIL;Goldman Sachs Access Treasury 0-1 Year ETF;;;;;;100.12000274658203;100.13999938964844;100.12000274658203;100.12000274658203;100.12000274658203;136200.0;100.12000274658203;100.13999938964844;100.12000274658203;100.12000274658203;100.12000274658203;126100.0
IBCP;Independent Bank Corporation;MI;United States;Banks—Regional;Financial Services;854.0;18.75;19.309999465942383;18.469999313354492;19.149999618530273;18.947404861450195;129300.0;19.469999313354492;19.75;19.149999618530273;19.6299991607666;19.422327041625977;109900.0
BSCP;Invesco BulletShares 2025 Corporate Bond ETF;;;;;;22.496999740600586;22.520000457763672;22.489999771118164;22.520000457763672;22.453351974487305;804200.0;22.5;22.520000457763672;22.483999252319336;22.510000228881836;22.44338035583496;186900.0
CAKE;The Cheesecake Factory Incorporated;CA;United States;Restaurants;Consumer Cyclical;42500.0;45.86000061035156;45.86000061035156;44.13999938964844;44.959999084472656;44.959999084472656;890500.0;45.150001525878906;45.41999816894531;42.709999084472656;43.380001068115234;43.380001068115234;1548200.0
FRTA;Forterra, Inc.;TX;United States;Building Products & Equipment;Industrials;4581.0;18.799999237060547;19.530000686645508;18.600000381469727;19.440000534057617;19.440000534057617;218600.0;19.65999984741211;19.8799991607666;19.399999618530273;19.670000076293945;19.670000076293945;184100.0
AGI;Alamos Gold Inc.;ON;Canada;Gold;Basic Materials;1700.0;8.3100004196167;8.34000015258789;7.909999847412109;8.130000114440918;8.10468864440918;3930900.0;7.989999771118164;8.029999732971191;7.75;7.920000076293945;7.8953423500061035;3062100.0
GDS;GDS Holdings Limited;;China;Information Technology Services;Technology;;106.0;108.83000183105469;103.47000122070312;107.36000061035156;107.36000061035156;740500.0;109.0;111.18000030517578;108.24500274658203;110.86000061035156;110.86000061035156;641400.0
NFLX;Netflix, Inc.;CA;United States;Entertainment;Communication Services;9400.0;536.7899780273438;545.0599975585938;531.72998046875;539.0399780273438;539.0399780273438;3547500.0;542.010009765625;555.47998046875;538.9299926757812;548.1599731445312;548.1599731445312;3767600.0
AEY;ADDvantage Technologies Group, Inc.;TX;United States;Electronics & Computer Distribution;Technology;123.0;2.9200000762939453;3.140000104904175;2.9200000762939453;3.049999952316284;3.049999952316284;185000.0;3.0899999141693115;3.0999999046325684;2.9600000381469727;3.0199999809265137;3.0199999809265137;85200.0
ALIM;Alimera Sciences, Inc.;GA;United States;Drug Manufacturers—Specialty & Generic;Healthcare;130.0;6.699999809265137;7.019999980926514;6.599999904632568;6.880000114440918;6.880000114440918;17900.0;6.949999809265137;7.0;6.775000095367432;6.809999942779541;6.809999942779541;18900.0
AET;Aetna Inc.;;;;;;;;;;;;;;;;;
DAX;Global X DAX Germany ETF;;;;;;30.43000030517578;30.565000534057617;30.309999465942383;30.559999465942383;30.559999465942383;8400.0;30.719999313354492;30.969999313354492;30.559999465942383;30.88599967956543;30.88599967956543;8600.0
RF;Regions Financial Corporation;AL;United States;Banks—Regional;Financial Services;19406.0;17.260000228881836;17.350000381469727;16.940000534057617;17.31999969482422;17.192100524902344;6484600.0;17.56999969482422;17.93000030517578;17.389999389648438;17.760000228881836;17.62885093688965;6677900.0
NOAH;Noah Holdings Limited;;China;Asset Management;Financial Services;;48.0;49.66999816894531;47.65999984741211;49.56999969482422;49.56999969482422;354100.0;49.88999938964844;49.88999938964844;48.18000030517578;49.099998474121094;49.099998474121094;342600.0
INSE;Inspired Entertainment, Inc.;NY;United States;Electronic Gaming & Multimedia;Communication Services;300.0;6.059999942779541;6.650000095367432;5.940000057220459;6.269999980926514;6.269999980926514;61600.0;6.260000228881836;6.473999977111816;6.139999866485596;6.159999847412109;6.159999847412109;15100.0
EML;The Eastern Company;CT;United States;Tools & Accessories;Industrials;1323.0;23.190000534057617;23.90999984741211;22.729999542236328;23.600000381469727;23.499845504760742;21200.0;24.520000457763672;24.889999389648438;23.950000762939453;23.950000762939453;23.848360061645508;9500.0
MKC;McCormick & Company, Incorporated;MD;United States;Packaged Foods;Consumer Defensive;13000.0;89.26000213623047;90.02999877929688;87.38999938964844;89.18000030517578;88.84174346923828;1402800.0;89.23999786376953;91.16999816894531;88.58000183105469;89.4800033569336;89.14060974121094;1132800.0
APLE;Apple Hospitality REIT, Inc.;VA;United States;REIT—Hotel & Motel;Real Estate;66.0;12.539999961853027;12.789999961853027;12.359999656677246;12.779999732971191;12.771276473999023;1539800.0;12.899999618530273;13.140000343322754;12.770000457763672;13.0600004196167;13.051085472106934;1475700.0
KCAPL;KCAP Financial, Inc. 6.125% NT 2022;;;;;;25.1299991607666;25.288999557495117;25.110000610351562;25.288999557495117;24.908870697021484;1300.0;25.100000381469727;25.290000915527344;25.100000381469727;25.290000915527344;24.90985679626465;400.0
TCF;TCF Financial Corporation;MI;United States;Banks—Regional;Financial Services;6543.0;38.849998474121094;39.099998474121094;38.439998626708984;39.02000045776367;38.6959114074707;1122500.0;39.439998626708984;40.060001373291016;39.2599983215332;39.939998626708984;39.60826873779297;798500.0
ZIOP;ZIOPHARM Oncology, Inc.;MA;United States;Biotechnology;Healthcare;103.0;3.700000047683716;3.809999942779541;3.569999933242798;3.7899999618530273;3.7899999618530273;2688500.0;3.799999952316284;4.03000020980835;3.740000009536743;3.9700000286102295;3.9700000286102295;3750200.0
MCI;Barings Corporate Investors;MA;United States;Asset Management;Financial Services;;13.479999542236328;13.479999542236328;13.130000114440918;13.300000190734863;13.300000190734863;24600.0;13.300000190734863;13.40999984741211;13.119999885559082;13.15999984741211;13.15999984741211;48400.0
LMT;Lockheed Martin Corporation;MD;United States;Aerospace & Defense;Industrials;114000.0;324.8800048828125;325.6499938964844;319.80999755859375;324.0299987792969;321.5643615722656;1615500.0;327.42999267578125;335.20001220703125;326.69000244140625;332.70001220703125;330.1684265136719;2065400.0
VRS;Verso Corporation;OH;United States;Paper & Paper Products;Basic Materials;1700.0;11.510000228881836;11.949999809265137;11.244999885559082;11.890000343322754;11.812992095947266;200100.0;12.029999732971191;12.029999732971191;11.729999542236328;11.850000381469727;11.7732515335083;96200.0
AVGR;Avinger, Inc.;CA;United States;Medical Devices;Healthcare;69.0;1.5399999618530273;1.5800000429153442;1.4600000381469727;1.5299999713897705;1.5299999713897705;7666000.0;1.5399999618530273;1.590000033378601;1.4700000286102295;1.5299999713897705;1.5299999713897705;11730100.0
BIP;Brookfield Infrastructure Partners L.P.;;Bermuda;Utilities—Diversified;Utilities;;52.20000076293945;53.189998626708984;52.20000076293945;52.2599983215332;51.75559616088867;326000.0;53.130001068115234;54.040000915527344;52.439998626708984;53.66999816894531;53.1519889831543;341500.0
AGGP;IQ Enhanced Core Plus Bond U.S. ETF;;;;;;19.8700008392334;19.913999557495117;19.8700008392334;19.905000686645508;19.905000686645508;4100.0;19.90999984741211;19.90999984741211;19.899999618530273;19.899999618530273;19.899999618530273;900.0
XENE;Xenon Pharmaceuticals Inc.;BC;Canada;Biotechnology;Healthcare;123.0;14.8100004196167;15.859999656677246;14.40999984741211;15.550000190734863;15.550000190734863;368400.0;15.59000015258789;16.364999771118164;15.59000015258789;16.280000686645508;16.280000686645508;137800.0
NRO;Neuberger Berman Real Estate Securities Income Fund Inc.;NY;United States;Asset Management;Financial Services;;4.179999828338623;4.269999980926514;4.179999828338623;4.210000038146973;4.1506171226501465;371700.0;4.230000019073486;4.28000020980835;4.21999979019165;4.25;4.1900529861450195;277300.0
HGH;The Hartford Financial Services Group, Inc. DEB FIX/FLT 42;;;;;;27.5;27.5;27.299999237060547;27.399999618530273;26.908536911010742;33300.0;27.420000076293945;27.450000762939453;27.350000381469727;27.450000762939453;26.9576416015625;38100.0
ATNM;Actinium Pharmaceuticals, Inc.;NY;United States;Biotechnology;Healthcare;32.0;7.989999771118164;8.350000381469727;7.880000114440918;8.289999961853027;8.289999961853027;528600.0;8.350000381469727;8.484999656677246;8.069999694824219;8.390000343322754;8.390000343322754;381700.0
HFXE;IQ 50 Percent Hedged FTSE Europe ETF;;;;;;;;;;;;;;;;;
MLCO;Melco Resorts & Entertainment Limited;;Hong Kong;Resorts & Casinos;Consumer Cyclical;19746.0;16.0;16.219999313354492;15.670000076293945;15.789999961853027;15.789999961853027;2244000.0;16.010000228881836;16.469999313354492;15.710000038146973;16.329999923706055;16.329999923706055;2152400.0
EQFN;Equitable Financial Corp.;NE;United States;Banks—Regional;Financial Services;;12.0;12.0;11.949999809265137;11.949999809265137;11.949999809265137;4200.0;11.949999809265137;11.949999809265137;11.949999809265137;11.949999809265137;11.949999809265137;0.0
GFED;Guaranty Federal Bancshares, Inc.;MO;United States;Banks—Regional;Financial Services;217.0;17.770000457763672;17.770000457763672;17.770000457763672;17.770000457763672;17.632247924804688;200.0;17.889999389648438;18.0;17.889999389648438;18.0;17.86046600341797;500.0
CUNB;;;;;;;;;;;;;;;;;;
CRNT;Ceragon Networks Ltd.;;Israel;Communication Equipment;Technology;1019.0;4.519999980926514;4.710000038146973;4.300000190734863;4.559999942779541;4.559999942779541;3054000.0;4.820000171661377;4.900000095367432;4.559999942779541;4.75;4.75;2688700.0
EWSC;Invesco S&P SmallCap 600 Equal Weight ETF;;;;;;70.62999725341797;71.5999984741211;70.05999755859375;71.5999984741211;71.41050720214844;2000.0;72.0;72.0;70.76000213623047;71.33999633789062;71.15119171142578;2600.0
POWI;Power Integrations, Inc.;CA;United States;Semiconductors;Technology;725.0;82.55000305175781;85.01000213623047;81.30999755859375;84.56999969482422;84.4515151977539;449000.0;86.5999984741211;89.44000244140625;84.69999694824219;88.9000015258789;88.77545166015625;933900.0
TREC;Trecora Resources;TX;United States;Specialty Chemicals;Basic Materials;263.0;6.329999923706055;6.400000095367432;6.260000228881836;6.329999923706055;6.329999923706055;67900.0;6.449999809265137;6.550000190734863;6.320000171661377;6.53000020980835;6.53000020980835;94600.0
SP;SP Plus Corporation;IL;United States;Specialty Business Services;Industrials;8600.0;29.270000457763672;29.270000457763672;28.709999084472656;29.079999923706055;29.079999923706055;155400.0;29.420000076293945;30.229999542236328;29.049999237060547;30.110000610351562;30.110000610351562;132600.0
TWLO;Twilio Inc.;CA;United States;Internet Content & Information;Communication Services;4629.0;364.0;372.0899963378906;356.0;371.54998779296875;371.54998779296875;1110800.0;378.0;388.8800048828125;375.6820068359375;387.25;387.25;1579000.0
JW-A;John Wiley & Sons, Inc.;NJ;United States;Publishing;Communication Services;6900.0;46.29999923706055;46.939998626708984;45.31999969482422;46.31999969482422;46.03373336791992;247500.0;46.88999938964844;47.72999954223633;46.11000061035156;47.43000030517578;47.13687515258789;257300.0
CNYA;iShares MSCI China A ETF;;;;;;44.380001068115234;44.630001068115234;44.349998474121094;44.619998931884766;44.619998931884766;99700.0;45.40999984741211;45.41999816894531;45.2400016784668;45.380001068115234;45.380001068115234;77200.0
IVH;Ivy Funds - Ivy High Income Opportunities Fund;KS;United States;Asset Management;Financial Services;;13.0;13.100000381469727;12.960000038146973;13.069999694824219;12.906888961791992;55200.0;13.109999656677246;13.15999984741211;13.0600004196167;13.15999984741211;12.995765686035156;48700.0
SRT;StarTek, Inc.;CO;United States;Specialty Business Services;Industrials;42000.0;8.729999542236328;8.739999771118164;8.09000015258789;8.239999771118164;8.239999771118164;93500.0;8.199999809265137;8.859999656677246;8.170000076293945;8.680000305175781;8.680000305175781;66300.0
ASGN;ASGN Incorporated;VA;United States;Staffing & Employment Services;Industrials;4200.0;84.01000213623047;86.47000122070312;82.9800033569336;85.97000122070312;85.97000122070312;197300.0;87.48999786376953;87.76000213623047;85.44000244140625;87.19999694824219;87.19999694824219;127200.0
HCRF;iShares Edge MSCI Multifactor HlthC ETF;;;;;;;;;;;;;;;;;
CGNX;Cognex Corporation;MA;United States;Scientific & Technical Instruments;Technology;2055.0;83.13999938964844;84.11000061035156;82.0;83.58999633789062;83.53009033203125;569100.0;84.06999969482422;85.36000061035156;83.81999969482422;85.26000213623047;85.19889831542969;766100.0
MESO;Mesoblast Limited;VIC;Australia;Biotechnology;Healthcare;102.0;9.34000015258789;9.680000305175781;9.210000038146973;9.619999885559082;9.619999885559082;434400.0;9.579999923706055;9.640000343322754;9.390000343322754;9.5;9.5;259800.0
SXC;SunCoke Energy, Inc.;IL;United States;Coking Coal;Basic Materials;1133.0;5.059999942779541;5.449999809265137;5.010000228881836;5.429999828338623;5.3792524337768555;1624900.0;5.550000190734863;5.590000152587891;5.329999923706055;5.349999904632568;5.300000190734863;643200.0
XTH;SPDR S&P Technology Hardware ETF;;;;;;;;;;;;;;;;;
CNDF;iShares Edge MSCI Mltfct Cnsmr Discr ETF;;;;;;;;;;;;;;;;;
HBANP;Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock;;;;;;;;;;;;;;;;;
NYH;;;;;;;;;;;;;;;;;;
CHMA;Chiasma, Inc.;MA;United States;Biotechnology;Healthcare;85.0;4.03000020980835;4.03000020980835;3.9049999713897705;3.9700000286102295;3.9700000286102295;1549700.0;4.039999961853027;4.070000171661377;3.9700000286102295;4.010000228881836;4.010000228881836;820200.0
EXC;Exelon Corporation;IL;United States;Utilities—Diversified;Utilities;32340.0;41.869998931884766;42.31999969482422;41.220001220703125;42.08000183105469;41.67475509643555;3650200.0;42.470001220703125;43.439998626708984;42.08000183105469;42.849998474121094;42.43733596801758;3889300.0
YGYI;Youngevity International, Inc.;CA;United States;Packaged Foods;Consumer Defensive;469.0;0.3100000023841858;0.33000001311302185;0.3001999855041504;0.3199999928474426;0.3199999928474426;43507.0;0.30000001192092896;0.33000001311302185;0.30000001192092896;0.30000001192092896;0.30000001192092896;79834.0
